"long","lat","id","country"
-114.512439794444,55.1760796253398,"AB","CAN"
-86.8303714486932,32.8016301820952,"AL","USA"
-92.4538402388001,34.9032362151208,"AR","USA"
-111.63783920459,34.3038651902658,"AZ","USA"
-124.668827024609,54.7915785295958,"BC","CAN"
-119.584088435388,37.2358638100267,"CA","USA"
-105.549143743219,38.9984619583681,"CO","USA"
-72.7510804692283,41.6024611407495,"CT","USA"
-75.5328296480711,39.0428420908014,"DE","USA"
-82.4969171372018,28.684465593992,"FL","USA"
-83.4418583419229,32.6549837449646,"GA","USA"
-93.5118100292869,42.0714434849593,"IA","USA"
-114.656324553996,44.3832492934477,"ID","USA"
-89.2014146918119,40.0739300198233,"IL","USA"
-86.294989687025,39.899156782916,"IN","USA"
-98.3750676790655,38.4859433830617,"KS","USA"
-85.2361666481756,37.5409778044421,"KY","USA"
-91.999683195082,31.0884707221173,"LA","USA"
-71.9053305161982,42.3130436232905,"MA","USA"
-97.4446807731932,54.9067226514574,"MB","CAN"
-76.9219805782031,39.1647349197938,"MD","USA"
-69.2479462168825,45.392112372542,"ME","USA"
-102.538965114594,23.9530592729873,"MEX","MEX"
-84.6486195104003,43.4690769948842,"MI","USA"
-94.3179755688165,46.3153703381074,"MN","USA"
-92.4722916389166,38.3644333077247,"MO","USA"
-89.6779813985373,32.7376824805512,"MS","USA"
-109.645838284069,47.035964552292,"MT","USA"
-66.404732579758,46.6081601652873,"NB","CAN"
-79.4434769019395,35.546194082962,"NC","USA"
-100.463666098707,47.4491548054565,"ND","USA"
-99.8240761972439,41.5267353300227,"NE","USA"
-63.2420980478424,46.394889624888,"NFI","CAN"
-71.562256011479,43.7140121912364,"NH","USA"
-74.6629847017597,40.2474696243594,"NJ","USA"
-62.0518237086703,54.2360155074559,"NL","CAN"
-106.109928459506,34.4254163615471,"NM","USA"
-63.9827856239243,44.8954062086563,"NS","CAN"
-116.657277902829,39.3569663015449,"NV","USA"
-75.5449759233722,42.9821768987853,"NY","USA"
-82.7961059457573,40.3131026801799,"OH","USA"
-97.5011624336021,35.5863089430127,"OK","USA"
-86.0187889878836,50.407650136429,"ON","CAN"
-120.564436159982,43.940466251621,"OR","USA"
-77.7950395995001,40.8649917702327,"PA","USA"
-56.0548822742757,48.729741229062,"PEI","CAN"
-71.8399739271875,53.4046203594134,"QC","CAN"
-71.5967277253478,41.6666727330524,"RI","USA"
-80.8937772744921,33.9377455610429,"SC","USA"
-100.22175205313,44.4318010198772,"SD","USA"
-105.911473202704,54.4295156352191,"SK","CAN"
-86.3884082383221,35.8470700331308,"TN","USA"
-99.3503053019158,31.4963195572104,"TX","USA"
-111.68302327074,39.3195199804422,"UT","USA"
-78.9203531545446,37.5141167168491,"VA","USA"
-72.6660356359238,44.0304254378915,"VT","USA"
-120.402308382147,47.3698664319616,"WA","USA"
-89.9964549328761,44.628615077365,"WI","USA"
-80.6462245005035,38.637407803085,"WV","USA"
-107.55176403478,42.9997770150735,"WY","USA"
